# 2theta	intensity	baseline	bg_subtracted	normalized
11.84873 12585.00000 12322.24087 262.75913 0.00819
11.85959 12826.00000 12316.00174 509.99826 0.01589
11.87046 12739.00000 12309.77013 429.22987 0.01337
11.88133 12847.00000 12303.54614 543.45386 0.01693
11.89219 12714.00000 12297.32984 416.67016 0.01298
11.90306 12560.00000 12291.12133 268.87867 0.00838
11.91393 12620.00000 12284.92070 335.07930 0.01044
11.92479 12778.00000 12278.72803 499.27197 0.01556
11.93566 12766.00000 12272.54341 493.45659 0.01537
11.94653 12670.00000 12266.36693 403.63307 0.01258
11.95739 12536.00000 12260.19868 275.80132 0.00859
11.96826 12560.00000 12254.03875 305.96125 0.00953
11.97913 12761.00000 12247.88724 513.11276 0.01599
11.98999 12610.00000 12241.74423 368.25577 0.01147
12.00086 12670.00000 12235.60981 434.39019 0.01353
12.01172 12545.00000 12229.48408 315.51592 0.00983
12.02259 12478.00000 12223.36713 254.63287 0.00793
12.03346 12501.00000 12217.25905 283.74095 0.00884
12.04432 12661.00000 12211.15993 449.84007 0.01402
12.05519 12437.00000 12205.06987 231.93013 0.00723
12.06606 12597.00000 12198.98896 398.01104 0.01240
12.07692 12606.00000 12192.91729 413.08271 0.01287
12.08779 12363.00000 12186.85496 176.14504 0.00549
12.09866 12739.00000 12180.80207 558.19793 0.01739
12.10952 12555.00000 12174.75870 380.24130 0.01185
12.12039 12447.00000 12168.72495 278.27505 0.00867
12.13126 12386.00000 12162.70093 223.29907 0.00696
12.14212 12433.00000 12156.68671 276.31329 0.00861
12.15299 12572.00000 12150.68241 421.31759 0.01313
12.16385 12499.00000 12144.68812 354.31188 0.01104
12.17472 12511.00000 12138.70393 372.29607 0.01160
12.18559 12440.00000 12132.72994 307.27006 0.00957
12.19645 12458.00000 12126.76625 331.23375 0.01032
12.20732 12661.00000 12120.81295 540.18705 0.01683
12.21819 12530.00000 12114.87015 415.12985 0.01293
12.22905 12400.00000 12108.93795 291.06205 0.00907
12.23992 12462.00000 12103.01643 358.98357 0.01118
12.25079 12355.00000 12097.10571 257.89429 0.00803
12.26165 12570.00000 12091.20589 478.79411 0.01492
12.27252 12236.00000 12085.31705 150.68295 0.00469
12.28339 12469.00000 12079.43931 389.56069 0.01214
12.29425 12656.00000 12073.57276 582.42724 0.01815
12.30512 12301.00000 12067.71750 233.28250 0.00727
12.31598 12330.00000 12061.87364 268.12636 0.00835
12.32685 12289.00000 12056.04128 232.95872 0.00726
12.33772 12033.00000 12050.22052 -17.22052 -0.00054
12.34858 12174.00000 12044.41147 129.58853 0.00404
12.35945 12472.00000 12038.61404 433.38596 0.01350
12.37032 12348.00000 12032.82818 315.17182 0.00982
12.38118 12543.00000 12027.05382 515.94618 0.01607
12.39205 12412.00000 12021.29088 390.70912 0.01217
12.40292 12355.00000 12015.53930 339.46070 0.01058
12.41378 12357.00000 12009.79900 347.20100 0.01082
12.42465 12343.00000 12004.06993 338.93007 0.01056
12.43552 12264.00000 11998.35202 265.64798 0.00828
12.44638 12321.00000 11992.64519 328.35481 0.01023
12.45725 12277.00000 11986.94938 290.05062 0.00904
12.46812 12274.00000 11981.26452 292.73548 0.00912
12.47898 12462.00000 11975.59056 486.40944 0.01515
12.48985 12329.00000 11969.92741 359.07259 0.01119
12.50071 12385.00000 11964.27503 420.72497 0.01311
12.51158 12256.00000 11958.63333 297.36667 0.00926
12.52245 12312.00000 11953.00227 358.99773 0.01118
12.53331 12219.00000 11947.38177 271.61823 0.00846
12.54418 12214.00000 11941.77176 272.22824 0.00848
12.55505 12243.00000 11936.17220 306.82780 0.00956
12.56591 12252.00000 11930.58300 321.41700 0.01001
12.57678 12247.00000 11925.00412 321.99588 0.01003
12.58765 12306.00000 11919.43549 386.56451 0.01204
12.59851 12320.00000 11913.87704 406.12296 0.01265
12.60938 12255.00000 11908.32871 346.67129 0.01080
12.62025 12056.00000 11902.79044 153.20956 0.00477
12.63111 12250.00000 11897.26218 352.73782 0.01099
12.64198 12040.00000 11891.74385 148.25615 0.00462
12.65284 12159.00000 11886.23540 272.76460 0.00850
12.66371 12144.00000 11880.73677 263.26323 0.00820
12.67458 12280.00000 11875.24790 404.75210 0.01261
12.68544 12173.00000 11869.76872 303.23128 0.00945
12.69631 12234.00000 11864.29919 369.70081 0.01152
12.70718 12031.00000 11858.83923 172.16077 0.00536
12.71804 12378.00000 11853.38879 524.61121 0.01634
12.72891 12044.00000 11847.94781 196.05219 0.00611
12.73978 12116.00000 11842.51624 273.48376 0.00852
12.75064 12309.00000 11837.09401 471.90599 0.01470
12.76151 12100.00000 11831.68106 268.31894 0.00836
12.77238 12122.00000 11826.27735 295.72265 0.00921
12.78324 12080.00000 11820.88281 259.11719 0.00807
