# 2theta	intensity	baseline	bg_subtracted	normalized
14.08721 13572.00000 13308.24621 263.75379 0.00661
14.09808 13670.00000 13303.89506 366.10494 0.00917
14.10895 13673.00000 13299.55342 373.44658 0.00935
14.11981 13904.00000 13295.22134 608.77866 0.01525
14.13068 13714.00000 13290.89885 423.10115 0.01060
14.14155 13521.00000 13286.58600 234.41400 0.00587
14.15241 13636.00000 13282.28283 353.71717 0.00886
14.16328 13367.00000 13277.98940 89.01060 0.00223
14.17415 13679.00000 13273.70573 405.29427 0.01015
14.18501 13609.00000 13269.43188 339.56812 0.00850
14.19588 13559.00000 13265.16790 293.83210 0.00736
14.20675 13368.00000 13260.91382 107.08618 0.00268
14.21761 13627.00000 13256.66969 370.33031 0.00928
14.22848 13364.00000 13252.43557 111.56443 0.00279
14.23934 13549.00000 13248.21149 300.78851 0.00753
14.25021 13502.00000 13243.99750 258.00250 0.00646
14.26108 13488.00000 13239.79365 248.20635 0.00622
14.27194 13318.00000 13235.59998 82.40002 0.00206
14.28281 13457.00000 13231.41655 225.58345 0.00565
14.29368 13500.00000 13227.24339 272.75661 0.00683
14.30454 13300.00000 13223.08057 76.91943 0.00193
14.31541 13479.00000 13218.92811 260.07189 0.00651
14.32628 13414.00000 13214.78608 199.21392 0.00499
14.33714 13513.00000 13210.65452 302.34548 0.00757
14.34801 13601.00000 13206.53348 394.46652 0.00988
14.35888 13434.00000 13202.42300 231.57700 0.00580
14.36974 13728.00000 13198.32314 529.67686 0.01327
14.38061 13700.00000 13194.23395 505.76605 0.01267
14.39147 13671.00000 13190.15547 480.84453 0.01204
14.40234 13505.00000 13186.08775 318.91225 0.00799
14.41321 13411.00000 13182.03085 228.96915 0.00573
14.42407 13635.00000 13177.98482 457.01518 0.01145
14.43494 13556.00000 13173.94970 382.05030 0.00957
14.44581 13411.00000 13169.92555 241.07445 0.00604
14.45667 13503.00000 13165.91243 337.08757 0.00844
14.46754 13474.00000 13161.91038 312.08962 0.00782
14.47841 13417.00000 13157.91945 259.08055 0.00649
14.48927 13397.00000 13153.93970 243.06030 0.00609
14.50014 13313.00000 13149.97119 163.02881 0.00408
14.51101 13497.00000 13146.01396 350.98604 0.00879
14.52187 13438.00000 13142.06807 295.93193 0.00741
14.53274 13253.00000 13138.13357 114.86643 0.00288
14.54361 13621.00000 13134.21052 486.78948 0.01219
14.55447 13435.00000 13130.29898 304.70102 0.00763
14.56534 13114.00000 13126.39899 -12.39899 -0.00031
14.57620 13627.00000 13122.51061 504.48939 0.01264
14.58707 13337.00000 13118.63377 218.36623 0.00547
14.59794 13176.00000 13114.76841 61.23159 0.00153
14.60880 13236.00000 13110.91446 125.08554 0.00313
14.61967 13372.00000 13107.07185 264.92815 0.00664
14.63054 13435.00000 13103.24050 331.75950 0.00831
14.64140 13346.00000 13099.42036 246.57964 0.00618
14.65227 13362.00000 13095.61135 266.38865 0.00667
14.66314 13203.00000 13091.81342 111.18658 0.00278
14.67400 13163.00000 13088.02648 74.97352 0.00188
14.68487 13251.00000 13084.25048 166.74952 0.00418
14.69574 13506.00000 13080.48535 425.51465 0.01066
14.70660 13407.00000 13076.73102 330.26898 0.00827
14.71747 13299.00000 13072.98743 226.01257 0.00566
14.72833 13375.00000 13069.25451 305.74549 0.00766
14.73920 13532.00000 13065.53219 466.46781 0.01168
14.75007 13434.00000 13061.82041 372.17959 0.00932
14.76093 13298.00000 13058.11911 239.88089 0.00601
14.77180 13550.00000 13054.42821 495.57179 0.01241
14.78267 13398.00000 13050.74767 347.25233 0.00870
14.79353 13273.00000 13047.07740 225.92260 0.00566
14.80440 13385.00000 13043.41736 341.58264 0.00856
14.81527 13229.00000 13039.76747 189.23253 0.00474
14.82613 13397.00000 13036.12768 360.87232 0.00904
14.83700 13388.00000 13032.49792 355.50208 0.00890
14.84787 13193.00000 13028.87813 164.12187 0.00411
14.85873 13214.00000 13025.26825 188.73175 0.00473
14.86960 13246.00000 13021.66821 224.33179 0.00562
14.88046 13181.00000 13018.07796 162.92204 0.00408
14.89133 13222.00000 13014.49743 207.50257 0.00520
14.90220 13314.00000 13010.92656 303.07344 0.00759
14.91306 13216.00000 13007.36529 208.63471 0.00523
14.92393 13413.00000 13003.81357 409.18643 0.01025
14.93480 13206.00000 13000.27133 205.72867 0.00515
14.94566 13359.00000 12996.73850 362.26150 0.00907
14.95653 13079.00000 12993.21504 85.78496 0.00215
14.96740 13413.00000 12989.70088 423.29912 0.01060
14.97826 13071.00000 12986.19596 84.80404 0.00212
14.98913 13372.00000 12982.70023 389.29977 0.00975
15.00000 13496.00000 12979.21362 516.78638 0.01294
15.01086 13255.00000 12975.73608 279.26392 0.00699
15.02173 13444.00000 12972.26755 471.73245 0.01181
15.03259 13106.00000 12968.80797 137.19203 0.00344
15.04346 13322.00000 12965.35728 356.64272 0.00893
15.05433 13204.00000 12961.91543 242.08457 0.00606
15.06519 13232.00000 12958.48236 273.51764 0.00685
15.07606 13274.00000 12955.05801 318.94199 0.00799
15.08693 13047.00000 12951.64234 95.35766 0.00239
15.09779 13328.00000 12948.23527 379.76473 0.00951
15.10866 13080.00000 12944.83676 135.16324 0.00339
15.11953 13473.00000 12941.44676 531.55324 0.01331
15.13039 13297.00000 12938.06520 358.93480 0.00899
15.14126 13192.00000 12934.69203 257.30797 0.00644
15.15213 13307.00000 12931.32720 375.67280 0.00941
15.16299 13174.00000 12927.97065 246.02935 0.00616
15.17386 13116.00000 12924.62233 191.37767 0.00479
15.18473 13449.00000 12921.28219 527.71781 0.01322
15.19559 13374.00000 12917.95017 456.04983 0.01142
15.20646 13180.00000 12914.62623 265.37377 0.00665
15.21732 13232.00000 12911.31030 320.68970 0.00803
15.22819 13213.00000 12908.00234 304.99766 0.00764
15.23906 12899.00000 12904.70229 -5.70229 -0.00014
15.24992 13363.00000 12901.41011 461.58989 0.01156
15.26079 13085.00000 12898.12568 186.87432 0.00468
15.27166 12923.00000 12894.84890 28.15110 0.00071
15.28252 13161.00000 12891.57966 269.42034 0.00675
15.29339 13307.00000 12888.31785 418.68215 0.01049
15.30426 13240.00000 12885.06337 354.93663 0.00889
15.31512 13107.00000 12881.81610 225.18390 0.00564
15.32599 13142.00000 12878.57595 263.42405 0.00660
15.33686 13150.00000 12875.34279 274.65721 0.00688
15.34772 13133.00000 12872.11654 260.88346 0.00653
15.35859 13190.00000 12868.89708 321.10292 0.00804
15.36945 13399.00000 12865.68431 533.31569 0.01336
15.38032 13215.00000 12862.47812 352.52188 0.00883
