# 2theta	intensity	baseline	bg_subtracted	normalized
13.94595 13748.00000 13584.67696 163.32304 0.00422
13.95682 13993.00000 13579.94856 413.05144 0.01067
13.96768 13820.00000 13575.23370 244.76630 0.00632
13.97855 13691.00000 13570.53226 120.46774 0.00311
13.98942 14073.00000 13565.84414 507.15586 0.01310
14.00028 13985.00000 13561.16923 423.83077 0.01095
14.01115 13930.00000 13556.50740 373.49260 0.00965
14.02202 13900.00000 13551.85857 348.14143 0.00899
14.03288 13759.00000 13547.22261 211.77739 0.00547
14.04375 13871.00000 13542.59942 328.40058 0.00848
14.05462 13855.00000 13537.98888 317.01112 0.00819
14.06548 13737.00000 13533.39090 203.60910 0.00526
14.07635 13882.00000 13528.80536 353.19464 0.00912
14.08721 13818.00000 13524.23215 293.76785 0.00759
14.09808 13691.00000 13519.67117 171.32883 0.00443
14.10895 14009.00000 13515.12231 493.87769 0.01276
14.11981 13558.00000 13510.58546 47.41454 0.00122
14.13068 13823.00000 13506.06052 316.93948 0.00819
14.14155 13896.00000 13501.54738 394.45262 0.01019
14.15241 13841.00000 13497.04593 343.95407 0.00889
14.16328 13692.00000 13492.55607 199.44393 0.00515
14.17415 13707.00000 13488.07769 218.92231 0.00566
14.18501 13725.00000 13483.61068 241.38932 0.00624
14.19588 14016.00000 13479.15495 536.84505 0.01387
14.20675 13753.00000 13474.71038 278.28962 0.00719
14.21761 13891.00000 13470.27688 420.72312 0.01087
14.22848 13714.00000 13465.85434 248.14566 0.00641
14.23934 13677.00000 13461.44265 215.55735 0.00557
14.25021 13664.00000 13457.04171 206.95829 0.00535
14.26108 13613.00000 13452.65142 160.34858 0.00414
14.27194 13626.00000 13448.27168 177.72832 0.00459
14.28281 13781.00000 13443.90238 337.09762 0.00871
14.29368 13939.00000 13439.54342 499.45658 0.01290
14.30454 13787.00000 13435.19470 351.80530 0.00909
14.31541 13827.00000 13430.85611 396.14389 0.01023
14.32628 13629.00000 13426.52756 202.47244 0.00523
14.33714 13865.00000 13422.20895 442.79105 0.01144
14.34801 13426.00000 13417.90017 8.09983 0.00021
14.35888 13604.00000 13413.60112 190.39888 0.00492
14.36974 13521.00000 13409.31170 111.68830 0.00289
14.38061 13748.00000 13405.03182 342.96818 0.00886
14.39147 13651.00000 13400.76137 250.23863 0.00646
14.40234 13604.00000 13396.50025 207.49975 0.00536
14.41321 13733.00000 13392.24836 340.75164 0.00880
14.42407 13639.00000 13388.00561 250.99439 0.00648
14.43494 13610.00000 13383.77190 226.22810 0.00584
14.44581 13639.00000 13379.54712 259.45288 0.00670
14.45667 13908.00000 13375.33118 532.66882 0.01376
14.46754 13720.00000 13371.12398 348.87602 0.00901
14.47841 13908.00000 13366.92543 541.07457 0.01398
14.48927 13521.00000 13362.73542 158.26458 0.00409
14.50014 13778.00000 13358.55385 419.44615 0.01084
14.51101 13590.00000 13354.38064 235.61936 0.00609
14.52187 13775.00000 13350.21569 424.78431 0.01097
14.53274 13671.00000 13346.05890 324.94110 0.00839
14.54361 13740.00000 13341.91017 398.08983 0.01028
14.55447 13584.00000 13337.76941 246.23059 0.00636
14.56534 13472.00000 13333.63653 138.36347 0.00357
14.57620 13548.00000 13329.51142 218.48858 0.00564
14.58707 13568.00000 13325.39401 242.60599 0.00627
14.59794 13516.00000 13321.28418 194.71582 0.00503
14.60880 13345.00000 13317.18185 27.81815 0.00072
14.61967 13645.00000 13313.08693 331.91307 0.00857
14.63054 13554.00000 13308.99931 245.00069 0.00633
14.64140 13395.00000 13304.91892 90.08108 0.00233
14.65227 13339.00000 13300.84565 38.15435 0.00099
14.66314 13638.00000 13296.77940 341.22060 0.00882
14.67400 13561.00000 13292.72010 268.27990 0.00693
14.68487 13722.00000 13288.66764 433.33236 0.01119
14.69574 13635.00000 13284.62194 350.37806 0.00905
14.70660 13507.00000 13280.58290 226.41710 0.00585
14.71747 13622.00000 13276.55042 345.44958 0.00892
14.72833 13711.00000 13272.52443 438.47557 0.01133
14.73920 13548.00000 13268.50482 279.49518 0.00722
14.75007 13491.00000 13264.49151 226.50849 0.00585
14.76093 13462.00000 13260.48440 201.51560 0.00521
14.77180 13500.00000 13256.48341 243.51659 0.00629
14.78267 13441.00000 13252.48845 188.51155 0.00487
14.79353 13466.00000 13248.49942 217.50058 0.00562
14.80440 13532.00000 13244.51625 287.48375 0.00743
14.81527 13759.00000 13240.53883 518.46117 0.01339
14.82613 13503.00000 13236.56707 266.43293 0.00688
14.83700 13606.00000 13232.60090 373.39910 0.00965
14.84787 13427.00000 13228.64023 198.35977 0.00512
14.85873 13391.00000 13224.68495 166.31505 0.00430
14.86960 13548.00000 13220.73500 327.26500 0.00845
14.88046 13385.00000 13216.79027 168.20973 0.00435
14.89133 13391.00000 13212.85069 178.14931 0.00460
14.90220 13652.00000 13208.91616 443.08384 0.01145
14.91306 13606.00000 13204.98660 401.01340 0.01036
14.92393 13315.00000 13201.06193 113.93807 0.00294
14.93480 13620.00000 13197.14205 422.85795 0.01092
14.94566 13305.00000 13193.22689 111.77311 0.00289
14.95653 13555.00000 13189.31635 365.68365 0.00945
14.96740 13325.00000 13185.41035 139.58965 0.00361
14.97826 13516.00000 13181.50880 334.49120 0.00864
14.98913 13558.00000 13177.61163 380.38837 0.00983
15.00000 13534.00000 13173.71874 360.28126 0.00931
15.01086 13240.00000 13169.83006 70.16994 0.00181
15.02173 13536.00000 13165.94549 370.05451 0.00956
15.03259 13553.00000 13162.06496 390.93504 0.01010
15.04346 13425.00000 13158.18839 266.81161 0.00689
15.05433 13304.00000 13154.31568 149.68432 0.00387
15.06519 13441.00000 13150.44676 290.55324 0.00751
15.07606 13509.00000 13146.58154 362.41846 0.00936
15.08693 13465.00000 13142.71995 322.28005 0.00833
15.09779 13527.00000 13138.86189 388.13811 0.01003
15.10866 13477.00000 13135.00730 341.99270 0.00884
15.11953 13436.00000 13131.15608 304.84392 0.00788
15.13039 13374.00000 13127.30816 246.69184 0.00637
15.14126 13610.00000 13123.46346 486.53654 0.01257
15.15213 13513.00000 13119.62189 393.37811 0.01016
15.16299 13374.00000 13115.78338 258.21662 0.00667
15.17386 13551.00000 13111.94785 439.05215 0.01134
15.18473 13471.00000 13108.11522 362.88478 0.00937
15.19559 13471.00000 13104.28541 366.71459 0.00947
15.20646 13483.00000 13100.45834 382.54166 0.00988
15.21732 13586.00000 13096.63393 489.36607 0.01264
15.22819 13605.00000 13092.81211 512.18789 0.01323
15.23906 13464.00000 13088.99280 375.00720 0.00969
15.24992 13701.00000 13085.17593 615.82407 0.01591
15.26079 13632.00000 13081.36141 550.63859 0.01423
15.27166 13437.00000 13077.54917 359.45083 0.00929
15.28252 13633.00000 13073.73914 559.26086 0.01445
15.29339 13782.00000 13069.93124 712.06876 0.01840
15.30426 13469.00000 13066.12540 402.87460 0.01041
15.31512 13814.00000 13062.32155 751.67845 0.01942
15.32599 13550.00000 13058.51960 491.48040 0.01270
15.33686 13597.00000 13054.71950 542.28050 0.01401
